,title,category
994,"Teary Kate McKinnon Climbs On Spaceship, Bids Farewell To 'Earth' In Last 'SNL' Episode",Entertainment
995,City Girls’ JT Reveals Megan Thee Stallion Tried To Signal Her Of Wardrobe Malfunction,Entertainment
996,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,Entertainment
997,The War Over 'White Gold' In North Carolina,Entertainment
998,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,Entertainment
999,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",Entertainment
1000,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",Entertainment
1001,Biden Says Monkeypox Cases Something To 'Be Concerned About',Entertainment
1002,Johnny Depp's Slow Burnout,Entertainment
1003,‘Real World: New Orleans’ Star Melissa Beck Is Still Giving Us Comic Relief,Entertainment
1004,Ozzy And Sharon Osbourne's Daughter Flees Recording Studio Fire That Killed 1,Entertainment
1005,Sebastian Stan Shades Musk With Why He Doesn't Want To Go To Space Anymore,Entertainment
1006,"'SNL' Stampede: Pete Davidson, Kate McKinnon, Aidy Bryant, Kyle Mooney Reportedly Exiting",Entertainment
1007,I Went To Anna Delvey’s 'Art Show.' It Was Nothing More Than Whiteness At Work.,Entertainment
1008,"Russian Troops Leave Chernobyl, Ukrainian Nuclear Operator Says",World News
1009,Russia Envisions New 'Democratic World Order' Alongside China,World News
1010,Ukraine Woman's Account Sparks Investigation Into Sexual Violence By Russian Forces,World News
1011,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1012,The War Over 'White Gold' In North Carolina,World News
1013,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1014,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1015,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1016,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1017,Zelenskyy Pleads For More Help From The U.S. Saying War Is At 'Turning Point',World News
1018,"Russian Troops Are Self-Sabotaging In Ukraine, Says British Intelligence Chief",World News
1019,Malicious Update Anchored Worst Cyberattack Of Ukraine War,World News
1020,Boris Johnson Jokes About Trans People Hours Before UK's First Openly Trans MP Comes Out,World News
1021,"Ukraine Refugee Count Tops 4 Million, UN Agency Says",World News
1022,Seoul Rejects N. Korea's Claim It Fired New ICBM Last Week,World News
1023,Israeli Authorities On Alert Over 3rd Deadly Attack In A Week,World News
1024,Russia Shells Areas In Ukraine Where It Vowed To Scale Back,World News
1025,UN Food Chief: War In Ukraine Has Created 'A Catastrophe On Top Of A Catastrophe',World News
1026,Sailor Who Told Russian Warship To Go F**k Itself Given Hero's Welcome,World News
1027,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1028,The War Over 'White Gold' In North Carolina,World News
1029,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1030,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1031,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1032,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1033,"Van Packed With Kangaroos, Wallabies Escapes Shell-Shocked Kharkiv Zoo",World News
1034,Russia's Last Major Independent Newspaper Shuts Down Amid Government Pressure,World News
1035,Here's What You Need To Know About The Russia-Ukraine Peace Talks,World News
1036,Queen Elizabeth Gets Escorted By Prince Andrew At Prince Philip Memorial Service,World News
1037,Many In Mideast See Hypocrisy In Western Embrace Of Ukraine,World News
1038,Taliban Hard-Liners Turn Back The Clock In Afghanistan On Women's Rights,World News
1039,Possible Breakthrough? New Round Of Talks Aims To Stop Putin's War,World News
1040,Russian Military Contractor Accused Of Human Rights Abuses Deployed To Ukraine,World News
1041,Prince William And Kate Middleton's Caribbean Tour Is Finally Over. So What's Next?,World News
1042,Reports: Ukrainian Peace Negotiators Showed Signs Of Poisoning After Meeting Russians,World News
1043,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1044,The War Over 'White Gold' In North Carolina,World News
1045,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1046,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1047,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1048,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1049,Canadian Indigenous Meet With Pope In Hopes Of Apology,World News
1050,North Korea's Kim Vows To Develop More Powerful Means Of Attack,World News
1051,Zelenskyy Open To Ukraine Adopting Neutral Stance To Secure Russian Peace Deal,World News
1052,China Launches Its Most Extensive COVID-19 Lockdown In 2 Years,World News
1053,Second ‘Black Box’ Found In China Eastern Plane Crash,World News
1054,Ukrainians Brace For Attack On Port City Of Odesa,World News
1055,"If Russia Uses Chemical Weapons In Ukraine, NATO Will Take Action, Warns Official",World News
1056,Russian Rocket Attacks Hit Ukraine's Lviv As Biden Visits Poland,World News
1057,Prince William Says He Supports Caribbean Countries' 'Decisions About Your Future',World News
1058,Biden Ends Speech In Poland By Calling For Putin's Removal,World News
1059,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1060,The War Over 'White Gold' In North Carolina,World News
1061,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1062,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1063,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1064,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1065,"Women Blocked From Boarding Flights Alone, Say Afghan Airline Officials",World News
1066,Besieged Chernihiv At Risk Of Becoming 'Next Mariupol',World News
1067,Former Top NATO Commander Issues Ominous Warning For Ukrainian Civilians,World News
1068,Zelenskyy Chief Of Staff Sums Up Russian State TV Output With 1 Blunt Word,World News
1069,"4 Dead, 1 Injured, After Family Falls From Swiss Building",World News
1070,Why Europe Cannot Afford To Cut Off Russian Energy For Now,World News
1071,Putin Complains Russia Is Being Canceled Like J.K. Rowling,World News
1072,Remarkably Young Cheetah Cubs Hunt Gazelles After A Nudge From Mom,World News
1073,Harrowing Death Toll From Russian Airstrike On Theater Announced,World News
1074,"Biden To Visit Poland, A Complex Ally On Ukraine's Doorstep",World News
1075,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1076,The War Over 'White Gold' In North Carolina,World News
1077,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1078,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1079,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1080,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1081,"Kim Jong Un's Missile Propaganda Video Becomes A Meme, And It's A Blast",World News
1082,Russian Forces Appear To Switch Focus Away From Kyiv,World News
1083,"U.S., E.U. Announce New Partnership To Undercut Russian Energy",World News
1084,Russia’s War On Children: Half Of Ukraine’s Kids Forced To Flee Their Homes,World News
1085,'Depressed' Ukrainian-Born Russian General Walked Out On U.S. Military Meeting: Report,World News
1086,Rich Countries Getting New COVID Vaccine Before Poorer Ones,World News
1087,UK Government Signals Mercenary Group Is On A Mission To Kill Ukrainian Leader Zelenskyy,World News
1088,Ukraine Claims It Destroyed A Russian Warship That Was Restocking Troops,World News
1089,Ukraine Says Moscow Is Forcibly Taking Civilians To Russia,World News
1090,'Never Been More United': Joe Biden Unveils New Western Sanctions On Russia,World News
1091,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1092,The War Over 'White Gold' In North Carolina,World News
1093,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1094,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1095,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1096,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1097,Dutch Publisher Pulls Anne Frank Betrayal Book Amid Critique,World News
1098,"3 Days After Plane Crash, Searchers Still Looking For 2nd Black Box",World News
1099,White House Calls North Korea Missile Launch A 'Brazen Violation',World News
1100,Kremlin Denounces UN Vote To Demand That Russia Halt War In Ukraine,World News
1101,"Russian Stock Market Reopens And Makes Early Gains, But There's A Catch",World News
1102,"U.S. To Expand Russia Sanctions, Accept 100,000 Ukraine Refugees",World News
1103,Zelenskyy Calls For Worldwide Demonstrations As Russian Invasion Enters Second Month,World News
1104,Prince William Calls Slavery 'Abhorrent' In Speech: 'It Should Never Have Happened',World News
1105,"Nuclear Energy Group 'Gravely' Worried About Ukraine Plants, Offers Help",World News
1106,"U.S. Has Proof Of Russian War Crimes In Ukraine, Antony Blinken Says",World News
1107,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1108,The War Over 'White Gold' In North Carolina,World News
1109,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1110,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1111,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1112,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1113,Jamaican Prime Minister Tells Royals 'We Are Moving On' Amid Republic Push,World News
1114,Teenage Pilot Starts Around-The-World Flight From Bulgaria,World News
1115,"As Many As 15,000 Russians Killed In War, NATO Says",World News
1116,"Top Putin Adviser Anatoly Chubais Steps Down, Leaves Russia",World News
1117,"Bahamas Committee Demands Prince William, Kate Middleton Apologize For Colonization",World News
1118,"Norway’s King Tests Positive For COVID, Has Mild Symptoms",World News
1119,View To A Kill: Humans Interrupt Cheetah's Impala Hunt And People Are Mad,World News
1120,"One Month After Russia's Bloody Invasion, Ukraine's Still Fighting Back",World News
1121,"School Cancelled For Girls Above Sixth Grade in Afghanistan, Taliban Says",World News
1122,"Speedo Cuts Olympic Champ Over Putin Rally Appearance, Gives His Fee To Refugees",World News
1123,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1124,The War Over 'White Gold' In North Carolina,World News
1125,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1126,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1127,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1128,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1129,'Black Box' Found In China Eastern Plane Crash,World News
1130,Humanitarian Disaster: Ukraine Accuses Russia of Seizing Relief Workers In Mariupol Convoy,World News
1131,Putin Spokesperson Refuses To Rule Out Nuking Ukraine,World News
1132,"Russia Destroys New Lab At Chernobyl Nuclear Power Plant, Says Ukraine",World News
1133,Hillsong Founder Brian Houston Resigns After Misconduct Probe,World News
1134,Ed Sheeran Awaits Verdict Over Copyright Court Battle,World News
1135,Ukrainian Media Sounds The Alarm On Missing Photojournalist Maks Levin,World News
1136,9 Million Children To Be Vaccinated Against Polio In Africa,World News
1137,Putin Critic Navalny Sentenced To 9 Years In Maximum Security Prison,World News
1138,Russian Journalist Wants To Sell Nobel Peace Prize Medal To Help Ukrainian Refugees,World News
1139,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1140,The War Over 'White Gold' In North Carolina,World News
1141,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1142,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1143,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1144,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1145,Rohingya Refugees Welcome U.S. Calling Repression Genocide,World News
1146,Ukraine Retakes Key Kyiv Suburb; Battle For Mariupol Rages,World News
1147,"Jamaican Leaders Shun Prince William, Kate Middleton Visit, Demand Slavery Reparations",World News
1148,Girl Who Performed Stirring 'Let It Go' In Bomb Shelter Sings Ukraine Anthem At Concert,World News
1149,"No Survivors Found In China Eastern Plane Crash, State Media Says",World News
1150,Russian Strike Kills Holocaust Survivor In Ukraine,World News
1151,Donald Trump Wants To Use U.S. Nuclear Submarines To Threaten Russia,World News
1152,"Russia Says Meta Is Guilty Of Extremist Activities, Bans Facebook, Instagram",World News
1153,We Witnessed Mariupol's Agony And Fled A Russian Hit List ,World News
1154,Russians Allow Dozens Of Chernobyl Workers To Leave After 600 Hours As Hostages,World News
1155,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1156,The War Over 'White Gold' In North Carolina,World News
1157,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1158,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1159,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1160,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1161,Officials Say China Eastern Plane Crashed With 132 Aboard In Country's South,World News
1162,Petraeus: Reported Deaths Of 5 Generals Is Evidence That Russia's In Trouble,World News
1163,Closed Until Further Notice: Shanghai Disneyland Affected by Rising Covid Cases,World News
1164,Ukrainian Zoo Requests Help To Save Animals,World News
1165,Ukraine Rejects Russian Demand For Surrender In Mariupol,World News
1166,"Zelenskyy Calls Mila Kunis, Ashton Kutcher With Thanks For Raising Millions For Ukrainians",World News
1167,"Car Runs Into Carnival Revelers In Belgium, Killing 6 People",World News
1168,Ukraine Says Shelter Housing 400 Refugees Bombed By Russian Forces,World News
1169,Trouble In Kremlin Gulag: Spy Boss Reportedly Arrested As Putin Fumes Over Ukraine Invasion,World News
1170,Russian Military Slog In Ukraine A ‘Dreadful Mess’ For Putin,World News
1171,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1172,The War Over 'White Gold' In North Carolina,World News
1173,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1174,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1175,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1176,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1177,Clash Gives Blessing To Song Retooling For Gut Wrenching Ukrainian Resistance Anthem,World News
1178,Russian Troops Push Into Besieged Mariupol As Locals Plead For Help,World News
1179,How Russia Uses Disinformation As A Weapon Of War,World News
1180,Russian Forces Accused Of Abducting Ukrainian Journalist Covering Invasion,World News
1181,Heartbreaking Stroller Display Symbolizes Number Of Children Killed In Ukraine War,World News
1182,Russia Fires New Hypersonic Missile For First Time; Zelenskyy Warns Against Blockades,World News
1183,Canada Gives Russian Letter Lamenting Humanitarian Disaster A Scathing Rewrite,World News
1184,Russian Cosmonauts Arrive At ISS In Colors Of Ukrainian Flag,World News
1185,"Putin Likens Opponents To 'Gnats,' Evoking Stalin's Dehumanizing Language",World News
1186,"Syria's Assad Visits UAE, 1st Trip To Arab Country Since War",World News
1187,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1188,The War Over 'White Gold' In North Carolina,World News
1189,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1190,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1191,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1192,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1193,"Ukrainian Ballet Star Dies From Russian Shelling Injuries, Colleagues Say",World News
1194,Putin Speaks At Massive Moscow Rally,World News
1195,Peru Court Orders Ex-President Fujimori Freed From Prison,World News
1196,"Zelenskyy Berates Germany, Saying Post-Holocaust 'Never Again' Vow Means Nothing",World News
1197,China Eyes Slow Exit From 'Zero COVID' Policy Despite Locking Down Cities,World News
1198,Defiant India To Buy More Russian Oil Despite Pressure For Sanctions,World News
1199,Russian Missiles Strike Near Western Ukraine Airport,World News
1200,Hackers Help Channel Millions Of Anti-War Texts To Russian People,World News
1201,World-Famous Ukrainian Cat Makes It To France From Besieged Kharkiv,World News
1202,Acclaimed Ukrainian Actor Oksana Shvets Killed In Russian Attack,World News
1203,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1204,The War Over 'White Gold' In North Carolina,World News
1205,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1206,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1207,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1208,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1209,Rescuers Hunt For Survivors At Mariupol Theater Sheltering Children,World News
1210,BBC Apologizes To Princess Diana Aide Over Interview Deceit,World News
1211,Russian Oligarch's Superyacht Stuck In Norway After Locals Refuse To Fuel It,World News
1212,Brittney Griner's Detention Extended By Russian Court: Report,World News
1213,Russia Frees Kidnapped Melitopol Mayor In Exchange For 9 Soldiers,World News
1214,"U.S. Olympian Alysa Liu, Father Targeted In Chinese Spy Case",World News
1215,Zelenskyy Warns World War III 'May Already Have Started',World News
1216,"Putin Accuses The West Of Trying To Destroy Russia, While Escalating Ukraine War",World News
1217,Cleanup Begins After Deadly Earthquake Hits Japan,World News
1218,CNN Host Cries As She Interviews Ukrainian Man Whose Whole Family Was Killed,World News
1219,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1220,The War Over 'White Gold' In North Carolina,World News
1221,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1222,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1223,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1224,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1225,"Zelenskyy Says Ukrainians 'Unconquerable,' Russia Has Already Crossed 'Red Line'",World News
1226,Journalist Who Protested On Russian TV Tells CNN It Was 'Impossible To Stay Silent',World News
1227,Ukrainian Officials Say Russia Bombed Mariupol Theater Sheltering 'Hundreds',World News
1228,"Russian Troops Kill 10 People Waiting In Bread Line, U.S. Embassy Says",World News
1229,"BMW, VW Warn Of Shortages From Part Suppliers In Ukraine",World News
1230,"Top Russian Ballet Star Condemns War, Leaves Country",World News
1231,Guatemala Drops Law Imprisoning Women For Getting Abortions,World News
1232,'Why? Why? Why?' Ukraine's Mariupol Descends Into Despair,World News
1233,"7.3 Magnitude Earthquake Hits Northern Japan, Prompts Tsunami Alert",World News
1234,Kyiv Mayor Responds To Putin Claim With A Single Blunt Word,World News
1235,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1236,The War Over 'White Gold' In North Carolina,World News
1237,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1238,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1239,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1240,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1241,Watch An Angry Lion Charge At Scavengers Feasting On His Elephant Carcass,World News
1242,Nazanin Zaghari-Ratcliffe 'On Way Home' To U.K. After 6 Years' Detention In Iran,World News
1243,"Russian Troops Take 500 Hostage At Hospital, Says Ukraine",World News
1244,Tyranny Expert Predicts Putin’s Dire Legacy For Russia,World News
1245,Haiti's Health Professionals Go On Strike Over Kidnappings,World News
1246,Zelenskyy To Appeal To U.S. Lawmakers For More Help Against Russia,World News
1247,"Journalist Who Protested War On Russian TV Fined, Faces Possible Prison Term",World News
1248,Gut-Wrenching Photos Show Ukrainians Fleeing War With Pets In Tow,World News
1249,Ukraine War Recalls Trauma For Survivors Of Russian-Backed Sieges In Syria,World News
1250,India Court Upholds Hijab Ban For Schools As Islamophobia Escalates,World News
1251,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1252,The War Over 'White Gold' In North Carolina,World News
1253,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1254,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1255,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1256,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1257,Zelenskyy Pays Stirring Tribute To U.S. Filmmaker Killed By Russian Forces In Ukraine,World News
1258,China Tightens COVID-19 Measures As Cases More Than Double,World News
1259,Zelenskyy Has A Message For Russian Soldiers: 'Surrender',World News
1260,Russia Attacks Residential Neighborhood In Kyiv As NATO Leaders Plan Visit To Capital,World News
1261,Ukraine War May Lead To Rethinking Of US Defense Of Europe,World News
1262,"UN Says Women Pay Highest Price In Conflict, Now In Ukraine",World News
1263,UN Chief: Ukraine War Hitting Poor Nations Reliant On Wheat,World News
1264,Anti-War Protester Storms Russian State-Run TV During Evening Broadcast,World News
1265,Russia Restricts Instagram For Millions Of Citizens,World News
1266,Kremlin's War Censorship Exposes Putin's Leaky Internet Controls,World News
1267,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1268,The War Over 'White Gold' In North Carolina,World News
1269,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1270,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1271,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1272,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1273,Queen Elizabeth On Commonwealth Day: 'My Life Will Always Be Devoted In Service',World News
1274,"Cut Off From Donors, Russia’s ‘Free Press In-Exile’ Launches Global Crowdfunding Campaign",World News
1275,Demonstrators In Russia Resort To Blank-Sign Protests — And Still Get Arrested,World News
1276,Putin's War Could Worsen The Impact Of COVID-19 In Ukraine,World News
1277,"Pregnant Woman In Stretcher Photo, Baby Die After Russia Bombed Maternity Ward",World News
1278,"China Battles Multiple Outbreaks, Driven By Stealth Omicron",World News
1279,Russia Keeps Up Attacks In Ukraine As 2 Sides Hold Talks,World News
1280,"Russia Reportedly Asked China For Military Supplies, Other Aid, U.S. Officials Say",World News
1281,Russian Airstrike Escalates Offensive In Western Ukraine,World News
1282,"Bus Carrying Ukrainian Refugees Overturns In Italy, Killing One",World News
1283,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1284,The War Over 'White Gold' In North Carolina,World News
1285,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1286,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1287,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1288,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1289,"Russian Airstrike Hits Base In Western Ukraine, Kills 35",World News
1290,Russia Trots Out New Melitopol 'Mayor' In Ukraine After Elected One Vanished,World News
1291,US Officials Believe Superyacht In Italy Could Be Putin's: Report,World News
1292,Saudi Arabia Puts 81 People To Death In Largest Mass Execution,World News
1293,Watch Police Seize $578 Million Superyacht Linked To Russian Billionaire,World News
1294,Fukushima Workers Tell The Harrowing Story Of How They Tamed One Of The World's Worst Nuclear Disasters,World News
1295,Russians Strike Near Kyiv And Block Aid Convoy,World News
1296,Zelenskyy Warns Of ‘New Stage Of Terror’ From Russia After Mayor Kidnapped,World News
1297,"Cancer Hospital Struck By Russian Shelling, Says Ukraine",World News
1298,"Russia Accuses Ukraine, U.S. Of Biological Weapon Operations In Heated U.N. Face-Off",World News
1299,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1300,The War Over 'White Gold' In North Carolina,World News
1301,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1302,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1303,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1304,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1305,12 Striking Photos You Missed This Week,World News
1306,Queen Elizabeth Cancels Another In-Person Appearance Amid Health Troubles,World News
1307,Trapped Antelope Await Attack By Wild Dogs In A Surprising Cliffhanger,World News
1308,China Locks Down City Of 9 Million Amid New Spike In Cases,World News
1309,China Amplifies Unsupported Russian Claim Of Ukraine Biolabs,World News
1310,2 Ukrainians Calmly Defuse Unexploded Russian Bomb In Heart-Pounding Video,World News
1311,She Gave Birth In The Fukushima Nuclear Disaster Area. Here's What She Experienced.,World News
1312,"Unidentified Flying Object Crashes In Croatia, Triggering Blast",World News
1313,VP Harris Heads To Romania As Ukraine Refugee Crisis Grows,World News
1314,"Russian Forces Target Airports In Western Ukraine, Far From Main Offensive",World News
1315,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1316,The War Over 'White Gold' In North Carolina,World News
1317,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1318,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1319,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
1320,"Apparently-Ailing Putin Surrounded By Docs, Kremlin In 'Chaos,' Says Ex Brit Intel Official",World News
1321,New Photos Appear To Show Breakup Of 40-Mile Russian Convoy In Ominous Sign,World News
1322,A Ukrainian Man Learned Of His Family's Deaths From Viral Photos On Twitter,World News
1323,Why Is The Letter 'Z' On All Those Russian Tanks?,World News
1324,"Leonardo DiCaprio Donates To Ukraine, But Earlier Reports False",World News
1325,Zelenskyy Says Putin Is Bluffing About Nuclear Threat,World News
1326,Putin Banned From Annual Meeting Of World Elites In Davos,World News
1327,"After Ukraine, Europe Wonders Who's Next Russian Target",World News
1328,Only 2 Cities Ever Hit By Nuclear Weapons Plead With Putin Not To Detonate Bombs,World News
1329,China Fights New COVID-19 Spike With More Selective Approach,World News
1330,S. Korea's President-elect Wants Tougher Stance On N. Korea,World News
1331,Georgia’s GOP Attorney General Primary Is The Next 'Big Lie' Battleground,World News
1332,The War Over 'White Gold' In North Carolina,World News
1333,Trump Reportedly Considered Quitting First Presidential Race After 'P***y' Tape Surfaced,World News
1334,"Natasha Lyonne Brings Out Ex Fred Armisen For 'SNL' Monologue, Jokes About Sex Tape",World News
1335,"Brooklyn Half-Marathon Runner Collapses, Dies After Crossing Finish Line",World News
