,cleanTitle,category
1352,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1353,Ukrainians desperate Food Water Besieged Mariupol,World News
1354,Poland offer Soviet Fighter Jets Plan help Ukraine,World News
1355,Major company pull Russia Far,World News
1356,McDonald Temporarily close Stores Russia,World News
1357,Judge ask end Prince Andrew Sex Abuse Lawsuit,World News
1358,Ukrainian Athlete pull Paralympics Race Father capture Russians,World News
1359,White House Venezuela free detained Americans,World News
1360,pianist play wonderful world Outside Ukraine Train Station hauntingly beautiful video,World News
1361,ukrainian Soldiers Play Grimmest Board Game wait Russians,World News
1362,Ukraine Refugee Count Reaches Staggering Escape russian Invasion,World News
1363,Georgia GOP Attorney General Primary big lie battleground,World News
1364,War White Gold North Carolina,World News
1365,Trump Reportedly consider quit Presidential Race Tape surface,World News
1366,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1367,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1368,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1369,LISTEN russian Relatives Ukraine Hotline Learn fate miss soldier,World News
1370,World Markets Mixed Rout Wall Street Oil Prices Climb,World News
1371,People Flee embattle Ukrainian Cities Safe corridor,World News
1372,Russia recruiting Syrians fight Ukraine Invasion Defense Official say,World News
1373,hero Ukrainian Boy make Slovakia mile journey,World News
1374,John Bolton say Putin unstable cold Hard Calculating Man,World News
1375,Queen Elizabeth make Person Appearance diagnosis,World News
1376,Bride wear Fatigues watch Ukrainian Soldiers d amid russian Invasion,World News
1377,Pope Rails Ukraine Invasion war Madness stop,World News
1378,Russians arrest Sunday Ukraine Invasion protest Watchdog say,World News
1379,Georgia GOP Attorney General Primary big lie battleground,World News
1380,War White Gold North Carolina,World News
1381,Trump Reportedly consider quit Presidential Race Tape surface,World News
1382,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1383,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1384,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1385,Russia Snubs UN Court Hearings case bring Ukraine,World News
1386,russian Gymnast Wears Pro Invasion symbol Podium ukrainian Rival,World News
1387,Coronavirus Death Toll surpass million pandemic Enters Year,World News
1388,Teen track Elon Musk Flights move russian Oligarch Yachts,World News
1389,Pussy Riot Founder say Russians Putin War see,World News
1390,UN Envoy Angelina Jolie Yemen ahead Fundraising Summit,World News
1391,Ukraine Accuses Russia Medieval Siege tactic,World News
1392,Fleeing Sanctions Oligarchs seek safe Ports superyacht,World News
1393,Mastercard Visa Suspend Operations Russia Plea Zelenskyy,World News
1394,Mariupol Diaries Scenes Despair Resolve Besieged Ukrainian City,World News
1395,Georgia GOP Attorney General Primary big lie battleground,World News
1396,War White Gold North Carolina,World News
1397,Trump Reportedly consider quit Presidential Race Tape surface,World News
1398,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1399,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1400,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1401,Germany Russia Kinda Experts Nazism Russia fight,World News
1402,video show Nuclear Plant Workers plead Russians stop shoot,World News
1403,WNBA Player Brittney Griner detain Russia Drug charge,World News
1404,Russia Flagship Airline Aeroflot Halts International Flights Belarus,World News
1405,Putin say Ukraine future Doubt Cease fire collapse,World News
1406,child wound Far russian Invasion say Ukraine,World News
1407,Sky News Journalists Share video Violent Ambush Ukraine,World News
1408,China seek unify public support Russia,World News
1409,Russia Blocks Access Facebook amid Broad medium Crackdown,World News
1410,zelenskyy reportedly survive Assassination Attempts week,World News
1411,Georgia GOP Attorney General Primary big lie battleground,World News
1412,War White Gold North Carolina,World News
1413,Trump Reportedly consider quit Presidential Race Tape surface,World News
1414,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1415,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1416,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1417,Major News Outlets Suspend Operations Russia follow Anti Journalist Law,World News
1418,Father Mourns Son kill russian Shelling Ukrainian Soccer Field,World News
1419,Russians Control Europe big Nuclear plant,World News
1420,russian tv Station proclaim War play Swan Lake go Dark,World News
1421,Russia Shells Europe Largest Nuclear Plant Ukraine spark fire,World News
1422,ukrainian Biathlete Yevhen Malyshev kill Combat Russia,World News
1423,indian student strand Ukraine Hide fear russian Invasion Grows,World News
1424,zelenskyy say Russians carry Cremation Chambers Ukraine,World News
1425,Persuade Vladimir Putin choose Peace Ukraine,World News
1426,Russians Besiege crucial Ukrainian Nuclear Energy Hub Seacoast,World News
1427,Georgia GOP Attorney General Primary big lie battleground,World News
1428,War White Gold North Carolina,World News
1429,Trump Reportedly consider quit Presidential Race Tape surface,World News
1430,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1431,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1432,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1433,China Denies ask Russia Invade Ukraine olympic,World News
1434,Neutral Finland Sweden Warm Idea NATO membership,World News
1435,Russia Belarus ban Paralympics rival Threaten Boycott,World News
1436,million People flee Ukraine Russia Invasion begin week,World News
1437,Israeli High Court Suspends Forced Evictions palestinian family Sheikh Jarrah,World News
1438,russian Police reportedly Arrest Jail Children protest War Ukraine,World News
1439,ukrainian Crowd block russian access Nuclear Power Plant,World News
1440,COVID Cases death continue fall globally report,World News
1441,Cargo Ship Carrying Luxury Cars Sinks Mid atlantic,World News
1442,nation line support UN Resolution Demanding Russia stop war,World News
1443,Georgia GOP Attorney General Primary big lie battleground,World News
1444,War White Gold North Carolina,World News
1445,Trump Reportedly consider quit Presidential Race Tape surface,World News
1446,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1447,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1448,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1449,Russia escalate Attacks Urban Areas Ukraine,World News
1450,Joe Biden warn Vladimir Putin freedom Triumph Tyranny,World News
1451,Ukraine Acknowledges Racist Treatment Africans flee russian Invasion,World News
1452,ukrainian Journalist Confronts Boris Johnson Fly zone,World News
1453,Ukraine Ambassador Accuses Russia War Crime,World News
1454,ICC Prosecutor Probe Possible War Crimes Ukraine,World News
1455,Australia frog Mice Beetle Ride Snake escape floodwater,World News
1456,CNN correspondent back away Grenade Live Report Kyiv,World News
1457,Russian Forces Shell Ukraine largest City Menace Kyiv,World News
1458,Ukrainian Sailor try sink russian Boss Yacht War tie,World News
1459,Georgia GOP Attorney General Primary big lie battleground,World News
1460,War White Gold North Carolina,World News
1461,Trump Reportedly consider quit Presidential Race Tape surface,World News
1462,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1463,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1464,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1465,Expel russian diplomat UN,World News
1466,Sporting World punish russian aggression Indefinite Bans suspension,World News
1467,Ukraine seek join EU Round talk Russia end,World News
1468,western Sanctions hurt Ordinary Russians,World News
1469,Citizens step Defend Ukraine,World News
1470,Russia Ukraine begin negotiation,World News
1471,flee Ukraine Russia Invaded UN Reports,World News
1472,Treasury Announces Sanctions Russia Central Bank ruble plummet,World News
1473,ukrainian troop tell Russian Warship F k alive Ukrainian Navy,World News
1474,photo deadly Rain Bomb Leaves Parts Eastern Australia Underwater,World News
1475,Georgia GOP Attorney General Primary big lie battleground,World News
1476,War White Gold North Carolina,World News
1477,Trump Reportedly consider quit Presidential Race Tape surface,World News
1478,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1479,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1480,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1481,UN General Assembly Security Council hold meeting Russia Invasion Ukraine,World News
1482,BP plan Exit Stake russian Oil Giant Ukraine Invasion,World News
1483,Putin put Nuclear Forces High Alert Escalating tension,World News
1484,danish Journalists Shot Ukraine lucky alive,World News
1485,CBS Journalist apologize say Ukraine civilize Iraq Afghanistan,World News
1486,EU Shuts Airspace Russian Airlines buy Ukraine arm,World News
1487,EU supply Weapons Ukraine Block Russian Aircraft Kremlin back medium,World News
1488,Kyiv Mayor say City encircled Fight,World News
1489,Russians continue Anti war Rallies despite protester arrest,World News
1490,Putin put Russia Nuclear Forces High Alert,World News
1491,Georgia GOP Attorney General Primary big lie battleground,World News
1492,War White Gold North Carolina,World News
1493,Trump Reportedly consider quit Presidential Race Tape surface,World News
1494,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1495,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1496,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1497,ukrainian Official Describes Teaching Kids Turtle Game prepare attack,World News
1498,fighting Breaks Ukraine second large city,World News
1499,Russia Hits Ukraine Fuel Suplies airfield New Attacks,World News
1500,North Korea fire Suspected Missile Sea,World News
1501,Allies begin cut Russia International Financial System SWIFT,World News
1502,aid Groups Friendly Countries Scramble help Ukrainians assault Russia,World News
1503,Videos Missile hit Kyiv Apartment Building Injuries report,World News
1504,Germany Relents Weapons Shipment Ukraine send fuel,World News
1505,Prince William Kate Release Rare Political Statement Ukraine,World News
1506,Poland Sweden Refuse play Russia World Cup playoff,World News
1507,Georgia GOP Attorney General Primary big lie battleground,World News
1508,War White Gold North Carolina,World News
1509,Trump Reportedly consider quit Presidential Race Tape surface,World News
1510,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1511,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1512,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1513,Ukrainians Flee Largest European Ground War WWII,World News
1514,Ukraine Zelenskyy Rejects Evacuation Offer need ammunition ride,World News
1515,Sanctions russian Oligarchs Miss Richest Rich,World News
1516,Ukrainians Brace night Street fight Kyiv,World News
1517,Russia Vetoes Resolution Halt Ukraine Invasion,World News
1518,ukrainian President Zelenskyy Posts Video say Kyiv amid Russian Attack,World News
1519,hit Vladimir Putin sanction,World News
1520,ukrainian President take Kalashnikov fight Russians,World News
1521,Europe Braces Refugees Russia Attacks Ukraine capital,World News
1522,Pope Visits Russian Embassy Express Concern Ukraine,World News
1523,Georgia GOP Attorney General Primary big lie battleground,World News
1524,War White Gold North Carolina,World News
1525,Trump Reportedly consider quit Presidential Race Tape surface,World News
1526,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1527,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1528,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1529,Russia press Invasion outskirt Ukrainian Capital,World News
1530,UN scale humanitarian Operations Ukraine follow Russia Invasion,World News
1531,Garrison Ukrainian Soldiers kill refuse russian demand surrender,World News
1532,dance Stars Performer Posts Kyiv scared,World News
1533,Russia Invades Ukraine front Brutal Act War,World News
1534,Russia Arrests Anti war Protesters amid Ukraine Invasion,World News
1535,Joe Biden Putin Aggressor,World News
1536,Ukrainians hide russian Airstrikes Kharkiv Subway Station,World News
1537,horrify Photos Immediate Effects Russia Invasion Ukraine,World News
1538,Queen Elizabeth Cancels virtual Engagements time week,World News
1539,Georgia GOP Attorney General Primary big lie battleground,World News
1540,War White Gold North Carolina,World News
1541,Trump Reportedly consider quit Presidential Race Tape surface,World News
1542,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1543,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1544,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1545,World express outrage plan strong Russia sanction,World News
1546,Ukraine Attack Leaves Baltics wonder,World News
1547,tv Journalists Live report kyiv interrupt chilling sound war,World News
1548,Vladimir Putin Invades Ukraine,World News
1549,Ukraine Shudders Donald Trump Calls Vladimir Putin Incursion Pretty Smart,World News
1550,Ukraine President warn Putin Emotionally Powerful Speech,World News
1551,Buckingham Palace Gives Update Queen Elizabeth Health Death Hoax Circulates,World News
1552,Putin Brazen National Address demand Ukraine demilitarize,World News
1553,Thugs Bullies nation sanction Russia Ukraine,World News
1554,Biden Putin Signal Bigger Confrontation ahead Ukraine,World News
1555,Georgia GOP Attorney General Primary big lie battleground,World News
1556,War White Gold North Carolina,World News
1557,Trump Reportedly consider quit Presidential Race Tape surface,World News
1558,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1559,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1560,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1561,Joe Biden announce New Russia Sanctions European Troop Deployments,World News
1562,Russia Invades Ukraine White House say Rapidly Escalating Border Crisis,World News
1563,Buckingham Palace Issues Update Queen Elizabeth Health,World News
1564,World Leaders Focus punish Russia Ukraine,World News
1565,Germany take step Halt Nord Stream Gas Pipeline Russia,World News
1566,Colombia Highest Court legalize Abortion week,World News
1567,Boris Johnson Scraps Remaining covid restriction England,World News
1568,russian President Vladimir Putin Calls Ukraine break apart Escalating Crisis,World News
1569,Putin Mulls recognize separatist Eastern Ukrainian Regions,World News
1570,Biden Agrees principle meet Putin Russia invade Ukraine,World News
1571,Georgia GOP Attorney General Primary big lie battleground,World News
1572,War White Gold North Carolina,World News
1573,Trump Reportedly consider quit Presidential Race Tape surface,World News
1574,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1575,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1576,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1577,Beijing Bubble Bursts IOC save Olympics,World News
1578,Queen Elizabeth test Positive,World News
1579,Russia extend Troop Drills Near Ukraine Violence spike,World News
1580,Winter Olympics Closing Ceremony Caps Weird Messy Games,World News
1581,Dead storm bring Hurricane Force wind Western Europe,World News
1582,greece search continue missing Ferry Fire,World News
1583,Putin Oversees Missile test amid rise tension Ukraine,World News
1584,ukrainian President call Meeting Putin amid increase violence,World News
1585,Epstein Associate Jean Luc Brunel find Dead Prison cell,World News
1586,Videos Hint russian Information War Targeting Ukraine,World News
1587,Georgia GOP Attorney General Primary big lie battleground,World News
1588,War White Gold North Carolina,World News
1589,Trump Reportedly consider quit Presidential Race Tape surface,World News
1590,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1591,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1592,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1593,strand Truck driver pull Burning Greek Ferry,World News
1594,Kamala Harris Heralds NATO Unity Ukraine Crisis Grows,World News
1595,Russia back Separatists Eastern Ukraine tell civilian evacuate Russia,World News
1596,Ukraine Volatile East day shelling Outages Fear,World News
1597,Ukraine Russia Crisis know tension grind,World News
1598,canadian Police start Arresting Trucker protester ottawa,World News
1599,Russia Stage Massive Nuclear Drills amid Ukraine Standoff,World News
1600,FIRE SEA Cargo Ship Carrying Luxury Cars Ablaze Adrift Atlantic,World News
1601,Thailand promise Bangkok call Bangkok,World News
1602,NATO accuse Russia mislead Troop Movements Near Ukraine,World News
1603,Georgia GOP Attorney General Primary big lie battleground,World News
1604,War White Gold North Carolina,World News
1605,Trump Reportedly consider quit Presidential Race Tape surface,World News
1606,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1607,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1608,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1609,Brazil mudslide kill Dozens miss,World News
1610,Sydney Swimmer kill Shark City Deadly Attack nearly year,World News
1611,Russia add troop Near Ukraine Border Official say,World News
1612,Mexican Avocados tie Cartels Deforestation Open Secret,World News
1613,Police Probe Cash Honors Deal tie Prince Charles Charity,World News
1614,Questions Virginia Giuffre Civil Case Prince Andrew,World News
1615,Prince Andrew Virginia Giuffre Reach Settlement Sexual Assault Lawsuit,World News
1616,Russia say Forces pull amid Ukraine Crisis give detail,World News
1617,ask Honduras Arrest Extradite Ex President Hernández Drug trafficking case,World News
1618,olympic skater Exact beautiful revenge Wardrobe Malfunction,World News
1619,Georgia GOP Attorney General Primary big lie battleground,World News
1620,War White Gold North Carolina,World News
1621,Trump Reportedly consider quit Presidential Race Tape surface,World News
1622,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1623,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1624,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1625,Trudeau invoke emergency power Quell protest say Official,World News
1626,snowboarder judge Issue Olympic Big Air,World News
1627,Camilla duchess Cornwall test Positive,World News
1628,Russia Diplomat urge Putin talk West Ukraine,World News
1629,russian troop stage Outside Ukraine estimate,World News
1630,Police Arrest protester remain Bridge,World News
1631,Biden warn Putin severe cost Russia Invades Ukraine,World News
1632,Paris Police Fire Tear Gas Disperse Anti mandate protester,World News
1633,Canada Border Blockade Clearing Peacefully Police,World News
1634,Manilow Macarena play Loop flush Anti Vaccine Mandate Protesters NZ,World News
1635,Georgia GOP Attorney General Primary big lie battleground,World News
1636,War White Gold North Carolina,World News
1637,Trump Reportedly consider quit Presidential Race Tape surface,World News
1638,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1639,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1640,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1641,Evacuate Ukraine Embassy amid russian Invasion fear,World News
1642,apparently ailing Putin surround Docs Kremlin Chaos say Ex brit Intel Official,World News
1643,South Korea Talk Expanded Military drill Deter North Korea,World News
1644,Russia Cuts gas supply Neighboring Finland,World News
1645,Georgia GOP Attorney General Primary big lie battleground,World News
1646,War White Gold North Carolina,World News
1647,Trump Reportedly consider quit Presidential Race Tape surface,World News
1648,Natasha Lyonne bring Ex Fred Armisen SNL Monologue joke sex tape,World News
1649,Brooklyn Half Marathon Runner Collapses die cross finish line,World News
1650,Teary Kate McKinnon Climbs Spaceship Bids Farewell earth SNL episode,World News
1651,Australia PM Concedes Election Defeat Ending Decade Conservative rule,World News
1652,Russia claim Dark victory devastated City Mariupol,World News
1653,woman Strips Cannes Red Carpet protest russian Rapes Ukraine,World News
1654,Russia suspend Natural gas supply Finland Country refuse pay ruble,World News
1655,Ukraine say repel russian Attack War grind East,World News
1656,Accuses Russia weaponize food Ukraine War,World News
1657,Afghan Taliban Order Female News Anchors cover face air,World News
